#npoly       0
 
#nwater       0
 
#nmatom    3661
 
#natom      3661
 
#mchain  3
 
#xcel  0.3859500000000000E-08
 
#ycel  0.3858300000000000E-08
 
#zcel  0.1308000000000000E-07
 
#nstep        1000
 
 #poly
 
#water
 
#matom
         1  0.1385000000000000E-09  0.7996301084756851E-10  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         2  0.4155000000000001E-09  0.7996301084756851E-10  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         3  0.2770000000000000E-09  0.3198520433902741E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         4  0.5540000000000001E-09  0.3198520433902741E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         5  0.1385000000000000E-09  0.5597410759329796E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         6  0.4155000000000001E-09  0.5597410759329796E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         7  0.2770000000000000E-09  0.7996301084756850E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         8  0.5540000000000001E-09  0.7996301084756850E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
         9  0.6925000000000000E-09  0.7996301084756851E-10  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        10  0.9695000000000000E-09  0.7996301084756851E-10  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        11  0.8310000000000001E-09  0.3198520433902741E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        12  0.1108000000000000E-08  0.3198520433902741E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        13  0.6925000000000000E-09  0.5597410759329796E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        14  0.9695000000000000E-09  0.5597410759329796E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        15  0.8310000000000001E-09  0.7996301084756850E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        16  0.1108000000000000E-08  0.7996301084756850E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        17  0.1246500000000000E-08  0.7996301084756851E-10  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        18  0.1523500000000000E-08  0.7996301084756851E-10  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        19  0.1385000000000000E-08  0.3198520433902741E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
        20  0.1662000000000000E-08  0.3198520433902741E-09  0.1500000000000000E-08  0.0000000000000000E+00  0.0000000000000000E+00  0.0000000000000000E+00 PT
