   1 CN  0.91500E-10  0.00000E+00  0.00000E+00
   2 CU  0.54000E-10  0.14850E-09  0.00000E+00
   3 CU  0.54000E-10 -0.74300E-10 -0.12860E-09
   4 CU  0.54000E-10 -0.74200E-10  0.12860E-09
   5 CV -0.84500E-10 -0.50600E-10  0.18430E-09
   6 CV -0.84500E-10 -0.13430E-09 -0.13600E-09
   7 CV -0.84500E-10  0.18490E-09 -0.48300E-10
END
