 100 CU -0.54300E-10  0.27082E-08 -0.15104E-08
 101 CU -0.34000E-11  0.25678E-08 -0.15119E-08
 102 CU -0.52000E-10  0.24972E-08 -0.13895E-08
 103 CU -0.11000E-11  0.23568E-08 -0.13910E-08
 104 CU -0.49700E-10  0.22861E-08 -0.12686E-08
 105 CU  0.13000E-11  0.21457E-08 -0.12701E-08
 106 CU -0.47400E-10  0.20751E-08 -0.11478E-08
 107 CU  0.36000E-11  0.19347E-08 -0.11492E-08
 108 CU -0.45100E-10  0.18640E-08 -0.10269E-08
 109 CU  0.59000E-11  0.17236E-08 -0.10283E-08
 110 CU -0.42800E-10  0.16530E-08 -0.90600E-09
 111 CU  0.82000E-11  0.15126E-08 -0.90740E-09
 112 CU -0.40500E-10  0.14420E-08 -0.78510E-09
 113 CU  0.10500E-10  0.13015E-08 -0.78650E-09
 114 CU -0.38200E-10  0.12309E-08 -0.66420E-09
 115 CU  0.12800E-10  0.10905E-08 -0.66560E-09
 116 CU -0.35800E-10  0.10199E-08 -0.54330E-09
 117 CU  0.15100E-10  0.87950E-09 -0.54470E-09
 118 CU -0.33500E-10  0.80880E-09 -0.42240E-09
 119 CU  0.17400E-10  0.66840E-09 -0.42380E-09
 120 CU -0.31200E-10  0.59780E-09 -0.30150E-09
 121 CU  0.19700E-10  0.45740E-09 -0.30290E-09
 122 CU -0.28900E-10  0.38680E-09 -0.18060E-09
 123 CU  0.22000E-10  0.24630E-09 -0.18210E-09
 124 CU -0.26600E-10  0.17570E-09 -0.59700E-10
 125 CU  0.24300E-10  0.35300E-10 -0.61200E-10
 126 CU -0.24300E-10 -0.35300E-10  0.61200E-10
 127 CU  0.26600E-10 -0.17570E-09  0.59700E-10
 128 CU -0.22000E-10 -0.24640E-09  0.18200E-09
 129 CU  0.28900E-10 -0.38680E-09  0.18060E-09
 130 CU -0.19700E-10 -0.45740E-09  0.30290E-09
 131 CU  0.31200E-10 -0.59780E-09  0.30150E-09
 132 CU -0.17400E-10 -0.66840E-09  0.42380E-09
 133 CU  0.33600E-10 -0.80890E-09  0.42240E-09
 134 CU -0.15100E-10 -0.87950E-09  0.54470E-09
 135 CU  0.35900E-10 -0.10199E-08  0.54330E-09
 136 CU -0.12800E-10 -0.10905E-08  0.66560E-09
 137 CU  0.38200E-10 -0.12309E-08  0.66420E-09
 138 CU -0.10500E-10 -0.13016E-08  0.78650E-09
 139 CU  0.40500E-10 -0.14420E-08  0.78510E-09
 140 CU -0.82000E-11 -0.15126E-08  0.90740E-09
 141 CU  0.42800E-10 -0.16530E-08  0.90600E-09
 142 CU -0.59000E-11 -0.17237E-08  0.10283E-08
 143 CU  0.45100E-10 -0.18641E-08  0.10269E-08
 144 CU -0.36000E-11 -0.19347E-08  0.11492E-08
 145 CU  0.47400E-10 -0.20751E-08  0.11477E-08
 146 CU -0.12000E-11 -0.21457E-08  0.12701E-08
 147 CU  0.49700E-10 -0.22862E-08  0.12686E-08
 148 CU  0.11000E-11 -0.23568E-08  0.13909E-08
 149 CU  0.52000E-10 -0.24972E-08  0.13895E-08
 150 CU  0.34000E-11 -0.25678E-08  0.15118E-08
 151 CU  0.54300E-10 -0.27082E-08  0.15104E-08
 152 CU  0.57000E-11 -0.27789E-08  0.16327E-08
 153 CU  0.56600E-10 -0.29193E-08  0.16313E-08
 154 CU  0.80000E-11 -0.29899E-08  0.17536E-08
 155 CU  0.58900E-10 -0.31303E-08  0.17522E-08
 156 CU  0.10300E-10 -0.32009E-08  0.18745E-08
 157 CU  0.61200E-10 -0.33414E-08  0.18731E-08
 158 CU  0.12600E-10 -0.34120E-08  0.19954E-08
 159 CU  0.63500E-10 -0.35524E-08  0.19940E-08
 160 CU  0.14900E-10 -0.36230E-08  0.21163E-08
 161 CU  0.65800E-10 -0.37634E-08  0.21149E-08
 162 CU  0.17200E-10 -0.38341E-08  0.22372E-08
 163 CU  0.68100E-10 -0.39745E-08  0.22358E-08
 164 CU  0.19500E-10 -0.40451E-08  0.23581E-08
 165 CU  0.70400E-10 -0.41855E-08  0.23566E-08
 166 CU  0.21800E-10 -0.42561E-08  0.24790E-08
 167 CU  0.72800E-10 -0.43966E-08  0.24775E-08
 168 CU  0.24100E-10 -0.44672E-08  0.25999E-08
 169 CU  0.75100E-10 -0.46076E-08  0.25984E-08
 170 CU  0.26400E-10 -0.46782E-08  0.27207E-08
 171 CU  0.77400E-10 -0.48186E-08  0.27193E-08
 172 CU  0.28700E-10 -0.48893E-08  0.28416E-08
 173 CU  0.79700E-10 -0.50297E-08  0.28402E-08
 174 CU  0.31000E-10 -0.51003E-08  0.29625E-08
 175 CU  0.82000E-10 -0.52407E-08  0.29611E-08
 176 CU  0.33300E-10 -0.53113E-08  0.30834E-08
 177 CU  0.84300E-10 -0.54518E-08  0.30820E-08
 178 CU  0.35700E-10 -0.55224E-08  0.32043E-08
 179 CU  0.86600E-10 -0.56628E-08  0.32029E-08
 180 CU  0.38000E-10 -0.57334E-08  0.33252E-08
 181 CU  0.88900E-10 -0.58738E-08  0.33238E-08
 182 CU  0.40300E-10 -0.59445E-08  0.34461E-08
 183 CU  0.91200E-10 -0.60849E-08  0.34447E-08
 184 CU  0.42600E-10 -0.61555E-08  0.35670E-08
 185 CU  0.93500E-10 -0.62959E-08  0.35656E-08
 186 CU  0.44900E-10 -0.63666E-08  0.36879E-08
 187 CU  0.95800E-10 -0.65070E-08  0.36864E-08
 188 CU  0.47200E-10 -0.65776E-08  0.38088E-08
 189 CU  0.98100E-10 -0.67180E-08  0.38073E-08
 190 CU  0.49500E-10 -0.67886E-08  0.39297E-08
 191 CU  0.10040E-09 -0.69291E-08  0.39282E-08
 192 CU  0.51800E-10 -0.69997E-08  0.40505E-08
 193 CU  0.10270E-09 -0.71401E-08  0.40491E-08
 194 CU  0.54100E-10 -0.72107E-08  0.41714E-08
 195 CU  0.10500E-09 -0.73511E-08  0.41700E-08
 196 CU  0.56400E-10 -0.74218E-08  0.42923E-08
 197 CU  0.10730E-09 -0.75622E-08  0.42909E-08
 198 CU  0.58700E-10 -0.76328E-08  0.44132E-08
 199 CU  0.10970E-09 -0.77732E-08  0.44118E-08
 200 CU  0.61000E-10 -0.78438E-08  0.45341E-08
 201 CU  0.11200E-09 -0.79843E-08  0.45327E-08
 202 CU  0.63300E-10 -0.80549E-08  0.46550E-08
 203 CU  0.11430E-09 -0.81953E-08  0.46536E-08
 204 CU  0.65600E-10 -0.82659E-08  0.47759E-08
 205 CU  0.11660E-09 -0.84063E-08  0.47745E-08
 206 CU  0.67900E-10 -0.84770E-08  0.48968E-08
 207 CU  0.11890E-09 -0.86174E-08  0.48954E-08
 208 CU  0.70200E-10 -0.86880E-08  0.50177E-08
 209 CU  0.12120E-09 -0.88284E-08  0.50162E-08
 210 CU  0.72600E-10 -0.88990E-08  0.51386E-08
 211 CU  0.12350E-09 -0.90395E-08  0.51371E-08
 212 CU  0.74900E-10 -0.91101E-08  0.52595E-08
 213 CU  0.12580E-09 -0.92505E-08  0.52580E-08
 214 CU  0.77200E-10 -0.93211E-08  0.53803E-08
 215 CU  0.12810E-09 -0.94615E-08  0.53789E-08
 216 CU  0.79500E-10 -0.95322E-08  0.55012E-08
 217 CU  0.13040E-09 -0.96726E-08  0.54998E-08
 218 CU  0.81800E-10 -0.97432E-08  0.56221E-08
 219 CU  0.13270E-09 -0.98836E-08  0.56207E-08
 220 CU  0.84100E-10 -0.99542E-08  0.57430E-08
 221 CU  0.13500E-09  0.57416E-08  0.00000E+00
 222 CU  0.86400E-10  0.58639E-08  0.00000E+00
 223 CU  0.13730E-09  0.58625E-08  0.00000E+00
 224 CU  0.88700E-10  0.59848E-08  0.00000E+00
 225 CU  0.13960E-09  0.59834E-08  0.00000E+00
 226 CU  0.91000E-10  0.61057E-08  0.00000E+00
 227 CU  0.14200E-09  0.61043E-08  0.00000E+00
 228 CU  0.93300E-10  0.62266E-08  0.00000E+00
 229 CU  0.14430E-09  0.62251E-08  0.00000E+00
 230 CU  0.95600E-10  0.63475E-08  0.00000E+00
 231 CU  0.14660E-09  0.63460E-08  0.00000E+00
 232 CU  0.97900E-10  0.64684E-08  0.00000E+00
 233 CU  0.14890E-09  0.64669E-08  0.00000E+00
 234 CU  0.10020E-09  0.65892E-08  0.00000E+00
 235 CU  0.15120E-09  0.65878E-08  0.00000E+00
 236 CU  0.10260E-09  0.67101E-08  0.00000E+00
 237 CU  0.15350E-09  0.67087E-08  0.00000E+00
 238 CU  0.10490E-09  0.68310E-08  0.00000E+00
 239 CU  0.15580E-09  0.68296E-08  0.00000E+00
 240 CU  0.10720E-09  0.69519E-08  0.00000E+00
 241 CU  0.15810E-09  0.69505E-08  0.00000E+00
 242 CU  0.10950E-09  0.70728E-08  0.00000E+00
 243 CU  0.16040E-09  0.70714E-08  0.00000E+00
 244 CU  0.11180E-09  0.71937E-08  0.00000E+00
 245 CU  0.16270E-09  0.71923E-08  0.00000E+00
 246 CU  0.11410E-09  0.73146E-08  0.00000E+00
 247 CU  0.16500E-09  0.73132E-08  0.00000E+00
 248 CU  0.11640E-09  0.74355E-08  0.00000E+00
 249 CU  0.16730E-09  0.74341E-08  0.00000E+00
 250 CV  0.11870E-09  0.75564E-08  0.00000E+00
END
