   67 SH   0.18000E-08  0.10392E-08  0.31742E-08  0.8000000000000000E+00
   68 SH   0.22800E-08  0.10392E-08  0.31742E-08  0.8000000000000000E+00
   69 SH   0.27600E-08  0.10392E-08  0.31742E-08  0.8000000000000000E+00
   70 SH   0.15600E-08  0.14549E-08  0.31742E-08  0.8000000000000000E+00
   71 SH   0.20400E-08  0.14549E-08  0.31742E-08  0.8000000000000000E+00
   72 SH   0.25200E-08  0.14549E-08  0.31742E-08  0.8000000000000000E+00
   73 SI   0.24000E-09  0.16628E-08  0.35275E-08  0.1080000000000000E+01
   74 SI   0.72000E-09  0.16628E-08  0.35275E-08  0.1080000000000000E+01
   75 SI   0.12000E-08  0.16628E-08  0.35275E-08  0.1080000000000000E+01
   76 SI   0.28800E-08  0.20785E-08  0.35275E-08  0.1080000000000000E+01
   77 SI   0.48000E-09  0.20785E-08  0.35275E-08  0.1080000000000000E+01
   78 SI   0.96000E-09  0.20785E-08  0.35275E-08  0.1080000000000000E+01
   79 SI   0.12000E-09  0.18706E-08  0.33509E-08  0.1080000000000000E+01
   80 SI   0.60000E-09  0.18706E-08  0.33509E-08  0.1080000000000000E+01
   81 SI   0.10800E-08  0.18706E-08  0.33509E-08  0.1080000000000000E+01
   82 SI   0.36000E-09  0.22863E-08  0.33509E-08  0.1080000000000000E+01
   83 SI   0.84000E-09  0.22863E-08  0.33509E-08  0.1080000000000000E+01
   84 SI   0.13200E-08  0.22863E-08  0.33509E-08  0.1080000000000000E+01
   85 SH   0.36000E-09  0.18706E-08  0.31742E-08  0.8000000000000000E+00
   86 SH   0.84000E-09  0.18706E-08  0.31742E-08  0.8000000000000000E+00
   87 SH   0.13200E-08  0.18706E-08  0.31742E-08  0.8000000000000000E+00
   88 SH   0.12000E-09  0.22863E-08  0.31742E-08  0.8000000000000000E+00
   89 SH   0.60000E-09  0.22863E-08  0.31742E-08  0.8000000000000000E+00
   90 SH   0.10800E-08  0.22863E-08  0.31742E-08  0.8000000000000000E+00
   91 SI   0.16800E-08  0.16628E-08  0.35275E-08  0.1080000000000000E+01
   92 SI   0.21600E-08  0.16628E-08  0.35275E-08  0.1080000000000000E+01
   93 SI   0.26400E-08  0.16628E-08  0.35275E-08  0.1080000000000000E+01
   94 SI   0.14400E-08  0.20785E-08  0.35275E-08  0.1080000000000000E+01
   95 SI   0.19200E-08  0.20785E-08  0.35275E-08  0.1080000000000000E+01
   96 SI   0.24000E-08  0.20785E-08  0.35275E-08  0.1080000000000000E+01
   97 SI   0.15600E-08  0.18706E-08  0.33509E-08  0.1080000000000000E+01
   98 SI   0.20400E-08  0.18706E-08  0.33509E-08  0.1080000000000000E+01
   99 SI   0.25200E-08  0.18706E-08  0.33509E-08  0.1080000000000000E+01
  100 SI   0.18000E-08  0.22863E-08  0.33509E-08  0.1080000000000000E+01
  101 SI   0.22800E-08  0.22863E-08  0.33509E-08  0.1080000000000000E+01
  102 SI   0.27600E-08  0.22863E-08  0.33509E-08  0.1080000000000000E+01
  103 SH   0.18000E-08  0.18706E-08  0.31742E-08  0.8000000000000000E+00
  104 SH   0.22800E-08  0.18706E-08  0.31742E-08  0.8000000000000000E+00
  105 SH   0.27600E-08  0.18706E-08  0.31742E-08  0.8000000000000000E+00
  106 SH   0.15600E-08  0.22863E-08  0.31742E-08  0.8000000000000000E+00
  107 SH   0.20400E-08  0.22863E-08  0.31742E-08  0.8000000000000000E+00
  108 SH   0.25200E-08  0.22863E-08  0.31742E-08  0.8000000000000000E+00
  109 SI   0.24000E-09  0.24942E-08  0.35275E-08  0.1080000000000000E+01
  110 SI   0.72000E-09  0.24942E-08  0.35275E-08  0.1080000000000000E+01
  111 SI   0.12000E-08  0.24942E-08  0.35275E-08  0.1080000000000000E+01
  112 SI   0.28800E-08  0.29098E-08  0.35275E-08  0.1080000000000000E+01
  113 SI   0.48000E-09  0.29098E-08  0.35275E-08  0.1080000000000000E+01
  114 SI   0.96000E-09  0.29098E-08  0.35275E-08  0.1080000000000000E+01
  115 SI   0.12000E-09  0.27020E-08  0.33509E-08  0.1080000000000000E+01
  116 SI   0.60000E-09  0.27020E-08  0.33509E-08  0.1080000000000000E+01
  117 SI   0.10800E-08  0.27020E-08  0.33509E-08  0.1080000000000000E+01
  118 SI   0.36000E-09  0.31177E-08  0.33509E-08  0.1080000000000000E+01
  119 SI   0.84000E-09  0.31177E-08  0.33509E-08  0.1080000000000000E+01
  120 SI   0.13200E-08  0.31177E-08  0.33509E-08  0.1080000000000000E+01
  121 SH   0.36000E-09  0.27020E-08  0.31742E-08  0.8000000000000000E+00
  122 SH   0.84000E-09  0.27020E-08  0.31742E-08  0.8000000000000000E+00
  123 SH   0.13200E-08  0.27020E-08  0.31742E-08  0.8000000000000000E+00
  124 SH   0.12000E-09  0.31177E-08  0.31742E-08  0.8000000000000000E+00
  125 SH   0.60000E-09  0.31177E-08  0.31742E-08  0.8000000000000000E+00
  126 SH   0.10800E-08  0.31177E-08  0.31742E-08  0.8000000000000000E+00
  127 SI   0.16800E-08  0.24942E-08  0.35275E-08  0.1080000000000000E+01
  128 SI   0.21600E-08  0.24942E-08  0.35275E-08  0.1080000000000000E+01
  129 SI   0.26400E-08  0.24942E-08  0.35275E-08  0.1080000000000000E+01
  130 SI   0.14400E-08  0.29098E-08  0.35275E-08  0.1080000000000000E+01
  131 SI   0.19200E-08  0.29098E-08  0.35275E-08  0.1080000000000000E+01
  132 SI   0.24000E-08  0.29098E-08  0.35275E-08  0.1080000000000000E+01
  133 SI   0.15600E-08  0.27020E-08  0.33509E-08  0.1080000000000000E+01
  134 SI   0.20400E-08  0.27020E-08  0.33509E-08  0.1080000000000000E+01
  135 SI   0.25200E-08  0.27020E-08  0.33509E-08  0.1080000000000000E+01
  136 SI   0.18000E-08  0.31177E-08  0.33509E-08  0.1080000000000000E+01
  137 SI   0.22800E-08  0.31177E-08  0.33509E-08  0.1080000000000000E+01
  138 SI   0.27600E-08  0.31177E-08  0.33509E-08  0.1080000000000000E+01
  139 SH   0.18000E-08  0.27020E-08  0.31742E-08  0.8000000000000000E+00
  140 SH   0.22800E-08  0.27020E-08  0.31742E-08  0.8000000000000000E+00
  141 SH   0.27600E-08  0.27020E-08  0.31742E-08  0.8000000000000000E+00
  142 SH   0.15600E-08  0.31177E-08  0.31742E-08  0.8000000000000000E+00
  143 SH   0.20400E-08  0.31177E-08  0.31742E-08  0.8000000000000000E+00
  144 SH   0.25200E-08  0.31177E-08  0.31742E-08  0.8000000000000000E+00
  145 SI   0.24000E-09  0.33255E-08  0.40575E-08  0.1080000000000000E+01
  146 SI   0.72000E-09  0.33255E-08  0.40575E-08  0.1080000000000000E+01
  147 SI   0.12000E-08  0.33255E-08  0.40575E-08  0.1080000000000000E+01
  148 SI   0.28800E-08  0.41569E-09  0.40575E-08  0.1080000000000000E+01
  149 SI   0.48000E-09  0.41569E-09  0.40575E-08  0.1080000000000000E+01
  150 SI   0.96000E-09  0.41569E-09  0.40575E-08  0.1080000000000000E+01
  151 SI   0.12000E-09  0.20785E-09  0.38809E-08  0.1080000000000000E+01
  152 SI   0.60000E-09  0.20785E-09  0.38809E-08  0.1080000000000000E+01
  153 SI   0.10800E-08  0.20785E-09  0.38809E-08  0.1080000000000000E+01
  154 SI   0.36000E-09  0.62354E-09  0.38809E-08  0.1080000000000000E+01
  155 SI   0.84000E-09  0.62354E-09  0.38809E-08  0.1080000000000000E+01
  156 SI   0.13200E-08  0.62354E-09  0.38809E-08  0.1080000000000000E+01
  157 SI   0.36000E-09  0.20785E-09  0.37042E-08  0.1080000000000000E+01
  158 SI   0.84000E-09  0.20785E-09  0.37042E-08  0.1080000000000000E+01
  159 SI   0.13200E-08  0.20785E-09  0.37042E-08  0.1080000000000000E+01
  160 SI   0.12000E-09  0.62354E-09  0.37042E-08  0.1080000000000000E+01
  161 SI   0.60000E-09  0.62354E-09  0.37042E-08  0.1080000000000000E+01
  162 SI   0.10800E-08  0.62354E-09  0.37042E-08  0.1080000000000000E+01
  163 SI   0.16800E-08  0.33255E-08  0.40575E-08  0.1080000000000000E+01
  164 SI   0.21600E-08  0.33255E-08  0.40575E-08  0.1080000000000000E+01
  165 SI   0.26400E-08  0.33255E-08  0.40575E-08  0.1080000000000000E+01
  166 SI   0.14400E-08  0.41569E-09  0.40575E-08  0.1080000000000000E+01
  167 SI   0.19200E-08  0.41569E-09  0.40575E-08  0.1080000000000000E+01
  168 SI   0.24000E-08  0.41569E-09  0.40575E-08  0.1080000000000000E+01
  169 SI   0.15600E-08  0.20785E-09  0.38809E-08  0.1080000000000000E+01
  170 SI   0.20400E-08  0.20785E-09  0.38809E-08  0.1080000000000000E+01
  171 SI   0.25200E-08  0.20785E-09  0.38809E-08  0.1080000000000000E+01
  172 SI   0.18000E-08  0.62354E-09  0.38809E-08  0.1080000000000000E+01
  173 SI   0.22800E-08  0.62354E-09  0.38809E-08  0.1080000000000000E+01
  174 SI   0.27600E-08  0.62354E-09  0.38809E-08  0.1080000000000000E+01
  175 SI   0.18000E-08  0.20785E-09  0.37042E-08  0.1080000000000000E+01
  176 SI   0.22800E-08  0.20785E-09  0.37042E-08  0.1080000000000000E+01
  177 SI   0.27600E-08  0.20785E-09  0.37042E-08  0.1080000000000000E+01
  178 SI   0.15600E-08  0.62354E-09  0.37042E-08  0.1080000000000000E+01
  179 SI   0.20400E-08  0.62354E-09  0.37042E-08  0.1080000000000000E+01
  180 SI   0.25200E-08  0.62354E-09  0.37042E-08  0.1080000000000000E+01
  181 SI   0.24000E-09  0.83138E-09  0.40575E-08  0.1080000000000000E+01
  182 SI   0.72000E-09  0.83138E-09  0.40575E-08  0.1080000000000000E+01
  183 SI   0.12000E-08  0.83138E-09  0.40575E-08  0.1080000000000000E+01
  184 SI   0.28800E-08  0.12471E-08  0.40575E-08  0.1080000000000000E+01
  185 SI   0.48000E-09  0.12471E-08  0.40575E-08  0.1080000000000000E+01
  186 SI   0.96000E-09  0.12471E-08  0.40575E-08  0.1080000000000000E+01
  187 SI   0.12000E-09  0.10392E-08  0.38809E-08  0.1080000000000000E+01
  188 SI   0.60000E-09  0.10392E-08  0.38809E-08  0.1080000000000000E+01
  189 SI   0.10800E-08  0.10392E-08  0.38809E-08  0.1080000000000000E+01
  190 SI   0.36000E-09  0.14549E-08  0.38809E-08  0.1080000000000000E+01
  191 SI   0.84000E-09  0.14549E-08  0.38809E-08  0.1080000000000000E+01
  192 SI   0.13200E-08  0.14549E-08  0.38809E-08  0.1080000000000000E+01
  193 SI   0.36000E-09  0.10392E-08  0.37042E-08  0.1080000000000000E+01
  194 SI   0.84000E-09  0.10392E-08  0.37042E-08  0.1080000000000000E+01
  195 SI   0.13200E-08  0.10392E-08  0.37042E-08  0.1080000000000000E+01
  196 SI   0.12000E-09  0.14549E-08  0.37042E-08  0.1080000000000000E+01
  197 SI   0.60000E-09  0.14549E-08  0.37042E-08  0.1080000000000000E+01
  198 SI   0.10800E-08  0.14549E-08  0.37042E-08  0.1080000000000000E+01
  199 SI   0.16800E-08  0.83138E-09  0.40575E-08  0.1080000000000000E+01
  200 SI   0.21600E-08  0.83138E-09  0.40575E-08  0.1080000000000000E+01
  201 SI   0.26400E-08  0.83138E-09  0.40575E-08  0.1080000000000000E+01
  202 SI   0.14400E-08  0.12471E-08  0.40575E-08  0.1080000000000000E+01
  203 SI   0.19200E-08  0.12471E-08  0.40575E-08  0.1080000000000000E+01
  204 SI   0.24000E-08  0.12471E-08  0.40575E-08  0.1080000000000000E+01
  205 SI   0.15600E-08  0.10392E-08  0.38809E-08  0.1080000000000000E+01
  206 SI   0.20400E-08  0.10392E-08  0.38809E-08  0.1080000000000000E+01
  207 SI   0.25200E-08  0.10392E-08  0.38809E-08  0.1080000000000000E+01
  208 SI   0.18000E-08  0.14549E-08  0.38809E-08  0.1080000000000000E+01
  209 SI   0.22800E-08  0.14549E-08  0.38809E-08  0.1080000000000000E+01
  210 SI   0.27600E-08  0.14549E-08  0.38809E-08  0.1080000000000000E+01
  211 SI   0.18000E-08  0.10392E-08  0.37042E-08  0.1080000000000000E+01
  212 SI   0.22800E-08  0.10392E-08  0.37042E-08  0.1080000000000000E+01
  213 SI   0.27600E-08  0.10392E-08  0.37042E-08  0.1080000000000000E+01
  214 SI   0.15600E-08  0.14549E-08  0.37042E-08  0.1080000000000000E+01
  215 SI   0.20400E-08  0.14549E-08  0.37042E-08  0.1080000000000000E+01
  216 SI   0.25200E-08  0.14549E-08  0.37042E-08  0.1080000000000000E+01
  217 SI   0.24000E-09  0.16628E-08  0.40575E-08  0.1080000000000000E+01
  218 SI   0.72000E-09  0.16628E-08  0.40575E-08  0.1080000000000000E+01
  219 SI   0.12000E-08  0.16628E-08  0.40575E-08  0.1080000000000000E+01
  220 SI   0.28800E-08  0.20785E-08  0.40575E-08  0.1080000000000000E+01
  221 SI   0.48000E-09  0.20785E-08  0.40575E-08  0.1080000000000000E+01
  222 SI   0.96000E-09  0.20785E-08  0.40575E-08  0.1080000000000000E+01
  223 SI   0.12000E-09  0.18706E-08  0.38809E-08  0.1080000000000000E+01
  224 SI   0.60000E-09  0.18706E-08  0.38809E-08  0.1080000000000000E+01
  225 SI   0.10800E-08  0.18706E-08  0.38809E-08  0.1080000000000000E+01
  226 SI   0.36000E-09  0.22863E-08  0.38809E-08  0.1080000000000000E+01
  227 SI   0.84000E-09  0.22863E-08  0.38809E-08  0.1080000000000000E+01
  228 SI   0.13200E-08  0.22863E-08  0.38809E-08  0.1080000000000000E+01
  229 SI   0.36000E-09  0.18706E-08  0.37042E-08  0.1080000000000000E+01
  230 SI   0.84000E-09  0.18706E-08  0.37042E-08  0.1080000000000000E+01
  231 SI   0.13200E-08  0.18706E-08  0.37042E-08  0.1080000000000000E+01
  232 SI   0.12000E-09  0.22863E-08  0.37042E-08  0.1080000000000000E+01
  233 SI   0.60000E-09  0.22863E-08  0.37042E-08  0.1080000000000000E+01
  234 SI   0.10800E-08  0.22863E-08  0.37042E-08  0.1080000000000000E+01
  235 SI   0.16800E-08  0.16628E-08  0.40575E-08  0.1080000000000000E+01
  236 SI   0.21600E-08  0.16628E-08  0.40575E-08  0.1080000000000000E+01
  237 SI   0.26400E-08  0.16628E-08  0.40575E-08  0.1080000000000000E+01
  238 SI   0.14400E-08  0.20785E-08  0.40575E-08  0.1080000000000000E+01
  239 SI   0.19200E-08  0.20785E-08  0.40575E-08  0.1080000000000000E+01
  240 SI   0.24000E-08  0.20785E-08  0.40575E-08  0.1080000000000000E+01
  241 SI   0.15600E-08  0.18706E-08  0.38809E-08  0.1080000000000000E+01
  242 SI   0.20400E-08  0.18706E-08  0.38809E-08  0.1080000000000000E+01
  243 SI   0.25200E-08  0.18706E-08  0.38809E-08  0.1080000000000000E+01
  244 SI   0.18000E-08  0.22863E-08  0.38809E-08  0.1080000000000000E+01
  245 SI   0.22800E-08  0.22863E-08  0.38809E-08  0.1080000000000000E+01
  246 SI   0.27600E-08  0.22863E-08  0.38809E-08  0.1080000000000000E+01
  247 SI   0.18000E-08  0.18706E-08  0.37042E-08  0.1080000000000000E+01
  248 SI   0.22800E-08  0.18706E-08  0.37042E-08  0.1080000000000000E+01
  249 SI   0.27600E-08  0.18706E-08  0.37042E-08  0.1080000000000000E+01
  250 SI   0.15600E-08  0.22863E-08  0.37042E-08  0.1080000000000000E+01
  251 SI   0.20400E-08  0.22863E-08  0.37042E-08  0.1080000000000000E+01
  252 SI   0.25200E-08  0.22863E-08  0.37042E-08  0.1080000000000000E+01
  253 SI   0.24000E-09  0.24942E-08  0.40575E-08  0.1080000000000000E+01
  254 SI   0.72000E-09  0.24942E-08  0.40575E-08  0.1080000000000000E+01
  255 SI   0.12000E-08  0.24942E-08  0.40575E-08  0.1080000000000000E+01
  256 SI   0.28800E-08  0.29098E-08  0.40575E-08  0.1080000000000000E+01
  257 SI   0.48000E-09  0.29098E-08  0.40575E-08  0.1080000000000000E+01
  258 SI   0.96000E-09  0.29098E-08  0.40575E-08  0.1080000000000000E+01
  259 SI   0.12000E-09  0.27020E-08  0.38809E-08  0.1080000000000000E+01
  260 SI   0.60000E-09  0.27020E-08  0.38809E-08  0.1080000000000000E+01
  261 SI   0.10800E-08  0.27020E-08  0.38809E-08  0.1080000000000000E+01
  262 SI   0.36000E-09  0.31177E-08  0.38809E-08  0.1080000000000000E+01
  263 SI   0.84000E-09  0.31177E-08  0.38809E-08  0.1080000000000000E+01
  264 SI   0.13200E-08  0.31177E-08  0.38809E-08  0.1080000000000000E+01
  265 SI   0.36000E-09  0.27020E-08  0.37042E-08  0.1080000000000000E+01
  266 SI   0.84000E-09  0.27020E-08  0.37042E-08  0.1080000000000000E+01
  267 SI   0.13200E-08  0.27020E-08  0.37042E-08  0.1080000000000000E+01
  268 SI   0.12000E-09  0.31177E-08  0.37042E-08  0.1080000000000000E+01
  269 SI   0.60000E-09  0.31177E-08  0.37042E-08  0.1080000000000000E+01
  270 SI   0.10800E-08  0.31177E-08  0.37042E-08  0.1080000000000000E+01
  271 SI   0.16800E-08  0.24942E-08  0.40575E-08  0.1080000000000000E+01
  272 SI   0.21600E-08  0.24942E-08  0.40575E-08  0.1080000000000000E+01
  273 SI   0.26400E-08  0.24942E-08  0.40575E-08  0.1080000000000000E+01
  274 SI   0.14400E-08  0.29098E-08  0.40575E-08  0.1080000000000000E+01
  275 SI   0.19200E-08  0.29098E-08  0.40575E-08  0.1080000000000000E+01
  276 SI   0.24000E-08  0.29098E-08  0.40575E-08  0.1080000000000000E+01
  277 SI   0.15600E-08  0.27020E-08  0.38809E-08  0.1080000000000000E+01
  278 SI   0.20400E-08  0.27020E-08  0.38809E-08  0.1080000000000000E+01
  279 SI   0.25200E-08  0.27020E-08  0.38809E-08  0.1080000000000000E+01
  280 SI   0.18000E-08  0.31177E-08  0.38809E-08  0.1080000000000000E+01
  281 SI   0.22800E-08  0.31177E-08  0.38809E-08  0.1080000000000000E+01
  282 SI   0.27600E-08  0.31177E-08  0.38809E-08  0.1080000000000000E+01
  283 SI   0.18000E-08  0.27020E-08  0.37042E-08  0.1080000000000000E+01
  284 SI   0.22800E-08  0.27020E-08  0.37042E-08  0.1080000000000000E+01
  285 SI   0.27600E-08  0.27020E-08  0.37042E-08  0.1080000000000000E+01
  286 SI   0.15600E-08  0.31177E-08  0.37042E-08  0.1080000000000000E+01
  287 SI   0.20400E-08  0.31177E-08  0.37042E-08  0.1080000000000000E+01
  288 SI   0.25200E-08  0.31177E-08  0.37042E-08  0.1080000000000000E+01
  289 SI   0.24000E-09  0.33255E-08  0.45875E-08  0.1080000000000000E+01
  290 SI   0.72000E-09  0.33255E-08  0.45875E-08  0.1080000000000000E+01
  291 SI   0.12000E-08  0.33255E-08  0.45875E-08  0.1080000000000000E+01
  292 SI   0.28800E-08  0.41569E-09  0.45875E-08  0.1080000000000000E+01
  293 SI   0.48000E-09  0.41569E-09  0.45875E-08  0.1080000000000000E+01
  294 SI   0.96000E-09  0.41569E-09  0.45875E-08  0.1080000000000000E+01
  295 SI   0.12000E-09  0.20785E-09  0.44109E-08  0.1080000000000000E+01
  296 SI   0.60000E-09  0.20785E-09  0.44109E-08  0.1080000000000000E+01
  297 SI   0.10800E-08  0.20785E-09  0.44109E-08  0.1080000000000000E+01
  298 SI   0.36000E-09  0.62354E-09  0.44109E-08  0.1080000000000000E+01
  299 SI   0.84000E-09  0.62354E-09  0.44109E-08  0.1080000000000000E+01
  300 SI   0.13200E-08  0.62354E-09  0.44109E-08  0.1080000000000000E+01
  301 SI   0.36000E-09  0.20785E-09  0.42342E-08  0.1080000000000000E+01
  302 SI   0.84000E-09  0.20785E-09  0.42342E-08  0.1080000000000000E+01
  303 SI   0.13200E-08  0.20785E-09  0.42342E-08  0.1080000000000000E+01
  304 SI   0.12000E-09  0.62354E-09  0.42342E-08  0.1080000000000000E+01
  305 SI   0.60000E-09  0.62354E-09  0.42342E-08  0.1080000000000000E+01
  306 SI   0.10800E-08  0.62354E-09  0.42342E-08  0.1080000000000000E+01
  307 SI   0.16800E-08  0.33255E-08  0.45875E-08  0.1080000000000000E+01
  308 SI   0.21600E-08  0.33255E-08  0.45875E-08  0.1080000000000000E+01
  309 SI   0.26400E-08  0.33255E-08  0.45875E-08  0.1080000000000000E+01
  310 SI   0.14400E-08  0.41569E-09  0.45875E-08  0.1080000000000000E+01
  311 SI   0.19200E-08  0.41569E-09  0.45875E-08  0.1080000000000000E+01
  312 SI   0.24000E-08  0.41569E-09  0.45875E-08  0.1080000000000000E+01
  313 SI   0.15600E-08  0.20785E-09  0.44109E-08  0.1080000000000000E+01
  314 SI   0.20400E-08  0.20785E-09  0.44109E-08  0.1080000000000000E+01
  315 SI   0.25200E-08  0.20785E-09  0.44109E-08  0.1080000000000000E+01
  316 SI   0.18000E-08  0.62354E-09  0.44109E-08  0.1080000000000000E+01
  317 SI   0.22800E-08  0.62354E-09  0.44109E-08  0.1080000000000000E+01
  318 SI   0.27600E-08  0.62354E-09  0.44109E-08  0.1080000000000000E+01
  319 SI   0.18000E-08  0.20785E-09  0.42342E-08  0.1080000000000000E+01
  320 SI   0.22800E-08  0.20785E-09  0.42342E-08  0.1080000000000000E+01
  321 SI   0.27600E-08  0.20785E-09  0.42342E-08  0.1080000000000000E+01
  322 SI   0.15600E-08  0.62354E-09  0.42342E-08  0.1080000000000000E+01
  323 SI   0.20400E-08  0.62354E-09  0.42342E-08  0.1080000000000000E+01
  324 SI   0.25200E-08  0.62354E-09  0.42342E-08  0.1080000000000000E+01
  325 SI   0.24000E-09  0.83138E-09  0.45875E-08  0.1080000000000000E+01
  326 SI   0.72000E-09  0.83138E-09  0.45875E-08  0.1080000000000000E+01
  327 SI   0.12000E-08  0.83138E-09  0.45875E-08  0.1080000000000000E+01
  328 SI   0.28800E-08  0.12471E-08  0.45875E-08  0.1080000000000000E+01
  329 SI   0.48000E-09  0.12471E-08  0.45875E-08  0.1080000000000000E+01
  330 SI   0.96000E-09  0.12471E-08  0.45875E-08  0.1080000000000000E+01
  331 SI   0.12000E-09  0.10392E-08  0.44109E-08  0.1080000000000000E+01
  332 SI   0.60000E-09  0.10392E-08  0.44109E-08  0.1080000000000000E+01
  333 SI   0.10800E-08  0.10392E-08  0.44109E-08  0.1080000000000000E+01
