<BOND>
   1   1   2 CS-SS
   2   2   3 CO-CS
   3   2  20 CS-HP
   4   2  21 CS-HP
   5   3   4 CO-CO
   6   3  22 CO-HP
   7   3  23 CO-HP
   8   4   5 CO-CO
   9   4  24 CO-HP
  10   4  25 CO-HP
  11   5   6 CO-CO
  12   5  26 CO-HP
  13   5  27 CO-HP
  14   6   7 CO-CO
  15   6  28 CO-HP
  16   6  29 CO-HP
  17   7   8 CO-CO
  18   7  30 CO-HP
  19   7  31 CO-HP
  20   8   9 CO-CO
  21   8  32 CO-HP
  22   8  33 CO-HP
  23   9  10 CO-CO
  24   9  34 CO-HP
  25   9  35 CO-HP
  26  10  11 CO-CO
  27  10  36 CO-HP
  28  10  37 CO-HP
  29  11  12 CO-CO
  30  11  38 CO-HP
  31  11  39 CO-HP
  32  12  13 CO-CO
  33  12  40 CO-HP
  34  12  41 CO-HP
  35  13  14 CO-CO
  36  13  42 CO-HP
  37  13  43 CO-HP
  38  14  15 CO-CO
  39  14  44 CO-HP
  40  14  45 CO-HP
  41  15  16 CO-CO
  42  15  46 CO-HP
  43  15  47 CO-HP
  44  16  17 CO-CO
  45  16  48 CO-HP
  46  16  49 CO-HP
  47  17  18 CO-CO
  48  17  50 CO-HP
  49  17  51 CO-HP
  50  18  19 CP-CO
  51  18  52 CO-HP
  52  18  53 CO-HP
  53  19  54 CP-HP
  54  19  55 CP-HP
  55  19  56 CP-HP

<ANGLE>
   1   1   2   3 CO-CS-SS
   2   1   2  20 HP-CS-SS
   3   1   2  21 HP-CS-SS
   4   2   3   4 CO-CO-CS
   5   2   3  22 CS-CO-HP
   6   2   3  23 CS-CO-HP
   7   3   2  20 CO-CS-HP
   8   3   2  21 CO-CS-HP
   9   3   4   5 CO-CO-CO
  10   3   4  24 CO-CO-HP
  11   3   4  25 CO-CO-HP
  12   4   3  22 CO-CO-HP
  13   4   3  23 CO-CO-HP
  14   4   5   6 CO-CO-CO
  15   4   5  26 CO-CO-HP
  16   4   5  27 CO-CO-HP
  17   5   4  24 CO-CO-HP
  18   5   4  25 CO-CO-HP
  19   5   6   7 CO-CO-CO
  20   5   6  28 CO-CO-HP
  21   5   6  29 CO-CO-HP
  22   6   5  26 CO-CO-HP
  23   6   5  27 CO-CO-HP
  24   6   7   8 CO-CO-CO
  25   6   7  30 CO-CO-HP
  26   6   7  31 CO-CO-HP
  27   7   6  28 CO-CO-HP
  28   7   6  29 CO-CO-HP
  29   7   8   9 CO-CO-CO
  30   7   8  32 CO-CO-HP
  31   7   8  33 CO-CO-HP
  32   8   7  30 CO-CO-HP
  33   8   7  31 CO-CO-HP
  34   8   9  10 CO-CO-CO
  35   8   9  34 CO-CO-HP
  36   8   9  35 CO-CO-HP
  37   9   8  32 CO-CO-HP
  38   9   8  33 CO-CO-HP
  39   9  10  11 CO-CO-CO
  40   9  10  36 CO-CO-HP
  41   9  10  37 CO-CO-HP
  42  10   9  34 CO-CO-HP
