<BOND>
   1   1   2 CO-CO
  22   4   6   8  39 HP-CO-CO-CO
  23   4   6   8  40 HP-CO-CO-CO
  24   5   3   2  27 HP-CO-CO-CO
  25   5   3   2  28 HP-CO-CO-CO
  26   5   7   9  11 CO-CO-CO-CO
  27   5   7   9  41 HP-CO-CO-CO
  28   5   7   9  42 HP-CO-CO-CO
  29   6   4   1  25 HP-CO-CO-CO
  30   6   4   1  26 HP-CO-CO-CO
  31   6   8  10  12 CO-CO-CO-CO
  32   6   8  10  43 HP-CO-CO-CO
  33   6   8  10  44 HP-CO-CO-CO
  34   7   5   3  29 HP-CO-CO-CO
  35   7   5   3  30 HP-CO-CO-CO
  36   7   9  11  13 CO-CO-CO-CO
  37   7   9  11  45 HP-CO-CO-CO
  38   7   9  11  46 HP-CO-CO-CO
  39   8   6   4  31 HP-CO-CO-CO
  40   8   6   4  32 HP-CO-CO-CO
  41   8  10  12  14 CO-CO-CO-CO
  42   8  10  12  47 HP-CO-CO-CO
  43   8  10  12  48 HP-CO-CO-CO
  44   9   7   5  33 HP-CO-CO-CO
  45   9   7   5  34 HP-CO-CO-CO
  46   9  11  13  15 CO-CO-CO-CO
  47   9  11  13  49 HP-CO-CO-CO
  48   9  11  13  50 HP-CO-CO-CO
  49  10   8   6  35 HP-CO-CO-CO
  50  10   8   6  36 HP-CO-CO-CO
  51  10  12  14  16 CO-CO-CO-CO
  52  10  12  14  51 HP-CO-CO-CO
  53  10  12  14  52 HP-CO-CO-CO
  54  11   9   7  37 HP-CO-CO-CO
  55  11   9   7  38 HP-CO-CO-CO
  56  11  13  15  17 CO-CO-CO-CO
  57  11  13  15  53 HP-CO-CO-CO
  58  11  13  15  54 HP-CO-CO-CO
  59  12  10   8  39 HP-CO-CO-CO
  60  12  10   8  40 HP-CO-CO-CO
  61  12  14  16  18 CO-CO-CO-CO
  62  12  14  16  55 HP-CO-CO-CO
  63  12  14  16  56 HP-CO-CO-CO
  64  13  11   9  41 HP-CO-CO-CO
  65  13  11   9  42 HP-CO-CO-CO
  66  13  15  17  19 CO-CO-CO-CO
  67  13  15  17  57 HP-CO-CO-CO
  68  13  15  17  58 HP-CO-CO-CO
  69  14  12  10  43 HP-CO-CO-CO
  70  14  12  10  44 HP-CO-CO-CO
  71  14  16  18  20 CO-CO-CO-CO
  72  14  16  18  59 HP-CO-CO-CO
  73  14  16  18  60 HP-CO-CO-CO
  74  15  13  11  45 HP-CO-CO-CO
  75  15  13  11  46 HP-CO-CO-CO
  76  15  17  19  21 CO-CO-CO-CO
  77  15  17  19  61 HP-CO-CO-CO
  78  15  17  19  62 HP-CO-CO-CO
  79  16  14  12  47 HP-CO-CO-CO
  80  16  14  12  48 HP-CO-CO-CO
  81  16  18  20  22 CO-CO-CO-CO
  82  16  18  20  63 HP-CO-CO-CO
  83  16  18  20  64 HP-CO-CO-CO
  84  17  15  13  49 HP-CO-CO-CO
  85  17  15  13  50 HP-CO-CO-CO
  86  17  19  21  23 CP-CO-CO-CO
  87  17  19  21  65 HP-CO-CO-CO
  88  17  19  21  66 HP-CO-CO-CO
  89  18  16  14  51 HP-CO-CO-CO
  90  18  16  14  52 HP-CO-CO-CO
  91  18  20  22  24 CO-CO-CO-CS
  92  18  20  22  67 HP-CO-CO-CO
  93  18  20  22  68 HP-CO-CO-CO
  94  19  17  15  53 HP-CO-CO-CO
  95  19  17  15  54 HP-CO-CO-CO
  96  19  21  23  69 HP-CP-CO-CO
  97  19  21  23  70 HP-CP-CO-CO
  98  19  21  23  71 HP-CP-CO-CO
  99  20  18  16  55 HP-CO-CO-CO
 100  20  18  16  56 HP-CO-CO-CO
 101  20  22  24  72 HP-CS-CO-CO
 102  20  22  24  73 CO-CO-CS-SS
 103  20  22  24  74 HP-CS-CO-CO
 104  21  19  17  57 HP-CO-CO-CO
 105  21  19  17  58 HP-CO-CO-CO
 106  22  20  18  59 HP-CO-CO-CO
 107  22  20  18  60 HP-CO-CO-CO
 108  23  21  19  61 HP-CO-CO-CP
 109  23  21  19  62 HP-CO-CO-CP
 110  24  22  20  63 HP-CO-CO-CS
 111  24  22  20  64 HP-CO-CO-CS
 112  25   1   2  27 HP-CO-CO-HP
 113  25   1   2  28 HP-CO-CO-HP
 114  25   1   4  31 HP-CO-CO-HP
 115  25   1   4  32 HP-CO-CO-HP
 116  26   1   2  27 HP-CO-CO-HP
 117  26   1   2  28 HP-CO-CO-HP
 118  26   1   4  31 HP-CO-CO-HP
 119  26   1   4  32 HP-CO-CO-HP
 120  27   2   3  29 HP-CO-CO-HP
 121  27   2   3  30 HP-CO-CO-HP
 122  28   2   3  29 HP-CO-CO-HP
 123  28   2   3  30 HP-CO-CO-HP
 124  29   3   5  33 HP-CO-CO-HP
 125  29   3   5  34 HP-CO-CO-HP
 126  30   3   5  33 HP-CO-CO-HP
 127  30   3   5  34 HP-CO-CO-HP
 128  31   4   6  35 HP-CO-CO-HP
 129  31   4   6  36 HP-CO-CO-HP
 130  32   4   6  35 HP-CO-CO-HP
 131  32   4   6  36 HP-CO-CO-HP
 132  33   5   7  37 HP-CO-CO-HP
 133  33   5   7  38 HP-CO-CO-HP
 134  34   5   7  37 HP-CO-CO-HP
 135  34   5   7  38 HP-CO-CO-HP
 136  35   6   8  39 HP-CO-CO-HP
 137  35   6   8  40 HP-CO-CO-HP
 138  36   6   8  39 HP-CO-CO-HP
 139  36   6   8  40 HP-CO-CO-HP
 140  37   7   9  41 HP-CO-CO-HP
 141  37   7   9  42 HP-CO-CO-HP
 142  38   7   9  41 HP-CO-CO-HP
 143  38   7   9  42 HP-CO-CO-HP
 144  39   8  10  43 HP-CO-CO-HP
 145  39   8  10  44 HP-CO-CO-HP
 146  40   8  10  43 HP-CO-CO-HP
 147  40   8  10  44 HP-CO-CO-HP
 148  41   9  11  45 HP-CO-CO-HP
 149  41   9  11  46 HP-CO-CO-HP
 150  42   9  11  45 HP-CO-CO-HP
 151  42   9  11  46 HP-CO-CO-HP
 152  43  10  12  47 HP-CO-CO-HP
 153  43  10  12  48 HP-CO-CO-HP
 154  44  10  12  47 HP-CO-CO-HP
 155  44  10  12  48 HP-CO-CO-HP
 156  45  11  13  49 HP-CO-CO-HP
 157  45  11  13  50 HP-CO-CO-HP
 158  46  11  13  49 HP-CO-CO-HP
 159  46  11  13  50 HP-CO-CO-HP
 160  47  12  14  51 HP-CO-CO-HP
 161  47  12  14  52 HP-CO-CO-HP
 162  48  12  14  51 HP-CO-CO-HP
 163  48  12  14  52 HP-CO-CO-HP
 164  49  13  15  53 HP-CO-CO-HP
 165  49  13  15  54 HP-CO-CO-HP
 166  50  13  15  53 HP-CO-CO-HP
 167  50  13  15  54 HP-CO-CO-HP
 168  51  14  16  55 HP-CO-CO-HP
 169  51  14  16  56 HP-CO-CO-HP
 170  52  14  16  55 HP-CO-CO-HP
 171  52  14  16  56 HP-CO-CO-HP
 172  53  15  17  57 HP-CO-CO-HP
 173  53  15  17  58 HP-CO-CO-HP
 174  54  15  17  57 HP-CO-CO-HP
 175  54  15  17  58 HP-CO-CO-HP
 176  55  16  18  59 HP-CO-CO-HP
 177  55  16  18  60 HP-CO-CO-HP
 178  56  16  18  59 HP-CO-CO-HP
 179  56  16  18  60 HP-CO-CO-HP
 180  57  17  19  61 HP-CO-CO-HP
 181  57  17  19  62 HP-CO-CO-HP
 182  58  17  19  61 HP-CO-CO-HP
 183  58  17  19  62 HP-CO-CO-HP
 184  59  18  20  63 HP-CO-CO-HP
 185  59  18  20  64 HP-CO-CO-HP
 186  60  18  20  63 HP-CO-CO-HP
 187  60  18  20  64 HP-CO-CO-HP
 188  61  19  21  65 HP-CO-CO-HP
 189  61  19  21  66 HP-CO-CO-HP
 190  62  19  21  65 HP-CO-CO-HP
 191  62  19  21  66 HP-CO-CO-HP
 192  63  20  22  67 HP-CO-CO-HP
 193  63  20  22  68 HP-CO-CO-HP
 194  64  20  22  67 HP-CO-CO-HP
 195  64  20  22  68 HP-CO-CO-HP
 196  65  21  23  69 HP-CP-CO-HP
 197  65  21  23  70 HP-CP-CO-HP
 198  65  21  23  71 HP-CP-CO-HP
 199  66  21  23  69 HP-CP-CO-HP
 200  66  21  23  70 HP-CP-CO-HP
 201  66  21  23  71 HP-CP-CO-HP
 202  67  22  24  72 HP-CO-CS-HP
 203  67  22  24  73 HP-CO-CS-SS
 204  67  22  24  74 HP-CO-CS-HP
 205  68  22  24  72 HP-CO-CS-HP
 206  68  22  24  73 HP-CO-CS-SS
 207  68  22  24  74 HP-CO-CS-HP

<END>
